id,title,difficulty,related_topics,acceptance_rate,url,rating,asked_by_faang
938,Range Sum of BST,Easy,"Tree,Depth-first Search,Recursion",83.2,https://leetcode.com/problems/range-sum-of-bst,88,1
939,Minimum Area Rectangle,Medium,Hash Table,52.2,https://leetcode.com/problems/minimum-area-rectangle,84,1
942,DI String Match,Easy,Math,73.7,https://leetcode.com/problems/di-string-match,72,0
943,Find the Shortest Superstring,Hard,Dynamic Programming,43.4,https://leetcode.com/problems/find-the-shortest-superstring,87,1
944,Delete Columns to Make Sorted,Easy,Greedy,70.9,https://leetcode.com/problems/delete-columns-to-make-sorted,11,1
945,Minimum Increment to Make Array Unique,Medium,Array,46.9,https://leetcode.com/problems/minimum-increment-to-make-array-unique,96,0
946,Validate Stack Sequences,Medium,Stack,64.4,https://leetcode.com/problems/validate-stack-sequences,98,1
947,Most Stones Removed with Same Row or Column,Medium,"Depth-first Search,Union Find",55.5,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,76,1
948,Bag of Tokens,Medium,"Two Pointers,Greedy,Sort",46.1,https://leetcode.com/problems/bag-of-tokens,65,1
949,Largest Time for Given Digits,Medium,Math,36.2,https://leetcode.com/problems/largest-time-for-given-digits,35,1
950,Reveal Cards In Increasing Order,Medium,Array,75.5,https://leetcode.com/problems/reveal-cards-in-increasing-order,86,1
951,Flip Equivalent Binary Trees,Medium,Tree,65.7,https://leetcode.com/problems/flip-equivalent-binary-trees,95,1
952,Largest Component Size by Common Factor,Hard,"Math,Union Find",36.4,https://leetcode.com/problems/largest-component-size-by-common-factor,89,1
953,Verifying an Alien Dictionary,Easy,Hash Table,51.8,https://leetcode.com/problems/verifying-an-alien-dictionary,70,1
954,Array of Doubled Pairs,Medium,"Array,Hash Table",35.1,https://leetcode.com/problems/array-of-doubled-pairs,87,1
955,Delete Columns to Make Sorted II,Medium,Greedy,33.9,https://leetcode.com/problems/delete-columns-to-make-sorted-ii,86,1
957,Prison Cells After N Days,Medium,Hash Table,40.1,https://leetcode.com/problems/prison-cells-after-n-days,43,1
958,Check Completeness of a Binary Tree,Medium,Tree,52.5,https://leetcode.com/problems/check-completeness-of-a-binary-tree,99,1
959,Regions Cut By Slashes,Medium,"Depth-first Search,Union Find,Graph",67.4,https://leetcode.com/problems/regions-cut-by-slashes,84,0
960,Delete Columns to Make Sorted III,Hard,Dynamic Programming,55.1,https://leetcode.com/problems/delete-columns-to-make-sorted-iii,97,1
961,N-Repeated Element in Size 2N Array,Easy,Hash Table,74.6,https://leetcode.com/problems/n-repeated-element-in-size-2n-array,70,1
962,Maximum Width Ramp,Medium,Array,46.6,https://leetcode.com/problems/maximum-width-ramp,97,1
963,Minimum Area Rectangle II,Medium,"Math,Geometry",52.1,https://leetcode.com/problems/minimum-area-rectangle-ii,40,1
964,Least Operators to Express Number,Hard,"Math,Dynamic Programming",45.2,https://leetcode.com/problems/least-operators-to-express-number,79,0
965,Univalued Binary Tree,Easy,Tree,67.9,https://leetcode.com/problems/univalued-binary-tree,94,0
966,Vowel Spellchecker,Medium,"Hash Table,String",51.9,https://leetcode.com/problems/vowel-spellchecker,32,1
967,Numbers With Same Consecutive Differences,Medium,"Backtracking,Depth-first Search,Breadth-first Search,Recursion",45.1,https://leetcode.com/problems/numbers-with-same-consecutive-differences,84,0
968,Binary Tree Cameras,Hard,"Dynamic Programming,Tree,Depth-first Search",38.9,https://leetcode.com/problems/binary-tree-cameras,98,1
969,Pancake Sorting,Medium,"Array,Sort",68.8,https://leetcode.com/problems/pancake-sorting,43,1
971,Flip Binary Tree To Match Preorder Traversal,Medium,"Tree,Depth-first Search",50.1,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal,71,0
972,Equal Rational Numbers,Hard,Math,42.1,https://leetcode.com/problems/equal-rational-numbers,25,0
973,K Closest Points to Origin,Medium,"Divide and Conquer,Heap,Sort",64.6,https://leetcode.com/problems/k-closest-points-to-origin,95,1
974,Subarray Sums Divisible by K,Medium,"Array,Hash Table",51.0,https://leetcode.com/problems/subarray-sums-divisible-by-k,93,1
975,Odd Even Jump,Hard,"Dynamic Programming,Stack,Ordered Map",41.5,https://leetcode.com/problems/odd-even-jump,76,1
976,Largest Perimeter Triangle,Easy,"Math,Sort",59.3,https://leetcode.com/problems/largest-perimeter-triangle,90,0
977,Squares of a Sorted Array,Easy,"Array,Two Pointers",71.8,https://leetcode.com/problems/squares-of-a-sorted-array,95,1
978,Longest Turbulent Subarray,Medium,"Array,Dynamic Programming,Sliding Window",46.7,https://leetcode.com/problems/longest-turbulent-subarray,84,1
979,Distribute Coins in Binary Tree,Medium,"Tree,Depth-first Search",69.9,https://leetcode.com/problems/distribute-coins-in-binary-tree,97,1
980,Unique Paths III,Hard,"Backtracking,Depth-first Search",77.0,https://leetcode.com/problems/unique-paths-iii,94,1
981,Time Based Key-Value Store,Medium,"Hash Table,Binary Search",54.2,https://leetcode.com/problems/time-based-key-value-store,89,1
982,Triples with Bitwise AND Equal To Zero,Hard,Dynamic Programming,56.3,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero,49,0
983,Minimum Cost For Tickets,Medium,Dynamic Programming,62.8,https://leetcode.com/problems/minimum-cost-for-tickets,98,1
984,String Without AAA or BBB,Medium,Greedy,38.8,https://leetcode.com/problems/string-without-aaa-or-bbb,50,0
985,Sum of Even Numbers After Queries,Easy,Array,60.6,https://leetcode.com/problems/sum-of-even-numbers-after-queries,73,0
986,Interval List Intersections,Medium,Two Pointers,68.5,https://leetcode.com/problems/interval-list-intersections,97,1
987,Vertical Order Traversal of a Binary Tree,Hard,"Hash Table,Tree,Depth-first Search,Breadth-first Search",39.0,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,37,1
988,Smallest String Starting From Leaf,Medium,"Tree,Depth-first Search",46.9,https://leetcode.com/problems/smallest-string-starting-from-leaf,83,1
989,Add to Array-Form of Integer,Easy,Array,45.0,https://leetcode.com/problems/add-to-array-form-of-integer,86,1
990,Satisfiability of Equality Equations,Medium,"Union Find,Graph",47.1,https://leetcode.com/problems/satisfiability-of-equality-equations,99,0
991,Broken Calculator,Medium,"Math,Greedy",49.7,https://leetcode.com/problems/broken-calculator,87,0
992,Subarrays with K Different Integers,Hard,"Hash Table,Two Pointers,Sliding Window",50.9,https://leetcode.com/problems/subarrays-with-k-different-integers,98,1
993,Cousins in Binary Tree,Easy,"Tree,Breadth-first Search",52.3,https://leetcode.com/problems/cousins-in-binary-tree,95,1
994,Rotting Oranges,Medium,Breadth-first Search,49.6,https://leetcode.com/problems/rotting-oranges,94,1
995,Minimum Number of K Consecutive Bit Flips,Hard,"Greedy,Sliding Window",50.0,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,92,1
996,Number of Squareful Arrays,Hard,"Math,Backtracking,Graph",48.6,https://leetcode.com/problems/number-of-squareful-arrays,95,1
997,Find the Town Judge,Easy,Graph,49.8,https://leetcode.com/problems/find-the-town-judge,92,1
998,Maximum Binary Tree II,Medium,Tree,64.1,https://leetcode.com/problems/maximum-binary-tree-ii,33,1
999,Available Captures for Rook,Easy,Array,67.8,https://leetcode.com/problems/available-captures-for-rook,39,0
1000,Minimum Cost to Merge Stones,Hard,Dynamic Programming,40.5,https://leetcode.com/problems/minimum-cost-to-merge-stones,94,1
1001,Grid Illumination,Hard,Hash Table,36.0,https://leetcode.com/problems/grid-illumination,77,0
1002,Find Common Characters,Easy,"Array,Hash Table",68.7,https://leetcode.com/problems/find-common-characters,91,1
1003,Check If Word Is Valid After Substitutions,Medium,"String,Stack",56.6,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions,46,0
1004,Max Consecutive Ones III,Medium,"Two Pointers,Sliding Window",60.8,https://leetcode.com/problems/max-consecutive-ones-iii,98,1
1005,Maximize Sum Of Array After K Negations,Easy,Greedy,52.3,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,91,1
1006,Clumsy Factorial,Medium,Math,53.7,https://leetcode.com/problems/clumsy-factorial,41,0
1007,Minimum Domino Rotations For Equal Row,Medium,"Array,Greedy",50.9,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,86,1
1008,Construct Binary Search Tree from Preorder Traversal,Medium,Tree,78.8,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,97,1
1009,Complement of Base 10 Integer,Easy,Math,61.4,https://leetcode.com/problems/complement-of-base-10-integer,91,0
1010,Pairs of Songs With Total Durations Divisible by 60,Medium,Array,50.6,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,94,1
1011,Capacity To Ship Packages Within D Days,Medium,"Array,Binary Search",59.9,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,97,1
1012,Numbers With Repeated Digits,Hard,"Math,Dynamic Programming",37.8,https://leetcode.com/problems/numbers-with-repeated-digits,84,0
1013,Partition Array Into Three Parts With Equal Sum,Easy,Array,48.2,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,89,1
1014,Best Sightseeing Pair,Medium,Array,52.9,https://leetcode.com/problems/best-sightseeing-pair,96,0
1015,Smallest Integer Divisible by K,Medium,Math,41.9,https://leetcode.com/problems/smallest-integer-divisible-by-k,49,1
1016,Binary String With Substrings Representing 1 To N,Medium,String,58.8,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n,30,1
1017,Convert to Base -2,Medium,Math,59.2,https://leetcode.com/problems/convert-to-base-2,56,0
1019,Next Greater Node In Linked List,Medium,"Linked List,Stack",58.3,https://leetcode.com/problems/next-greater-node-in-linked-list,95,1
1020,Number of Enclaves,Medium,Depth-first Search,59.2,https://leetcode.com/problems/number-of-enclaves,95,1
1021,Remove Outermost Parentheses,Easy,Stack,79.2,https://leetcode.com/problems/remove-outermost-parentheses,48,1
1022,Sum of Root To Leaf Binary Numbers,Easy,Tree,71.6,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers,93,1
1023,Camelcase Matching,Medium,"String,Trie",57.6,https://leetcode.com/problems/camelcase-matching,67,1
1024,Video Stitching,Medium,Dynamic Programming,49.0,https://leetcode.com/problems/video-stitching,95,1
1025,Divisor Game,Easy,"Math,Dynamic Programming",66.1,https://leetcode.com/problems/divisor-game,27,1
1026,Maximum Difference Between Node and Ancestor,Medium,"Tree,Depth-first Search",69.7,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor,97,1
1027,Longest Arithmetic Subsequence,Medium,Dynamic Programming,49.7,https://leetcode.com/problems/longest-arithmetic-subsequence,95,1
1028,Recover a Tree From Preorder Traversal,Hard,"Tree,Depth-first Search",71.0,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal,97,1
1029,Two City Scheduling,Medium,Greedy,58.2,https://leetcode.com/problems/two-city-scheduling,90,0
1030,Matrix Cells in Distance Order,Easy,Sort,68.2,https://leetcode.com/problems/matrix-cells-in-distance-order,66,0
1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium,Array,59.0,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays,95,1
1032,Stream of Characters,Hard,Trie,48.6,https://leetcode.com/problems/stream-of-characters,87,1
1033,Moving Stones Until Consecutive,Easy,Brainteaser,43.3,https://leetcode.com/problems/moving-stones-until-consecutive,17,1
1034,Coloring A Border,Medium,Depth-first Search,45.8,https://leetcode.com/problems/coloring-a-border,35,1
1035,Uncrossed Lines,Medium,Array,56.2,https://leetcode.com/problems/uncrossed-lines,98,1
1036,Escape a Large Maze,Hard,Breadth-first Search,34.3,https://leetcode.com/problems/escape-a-large-maze,71,1
1037,Valid Boomerang,Easy,Math,37.7,https://leetcode.com/problems/valid-boomerang,35,1
1038,Binary Search Tree to Greater Sum Tree,Medium,"Tree,Depth-first Search,Binary Search Tree,Recursion",82.5,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,92,1
1039,Minimum Score Triangulation of Polygon,Medium,Dynamic Programming,50.3,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,88,0
1040,Moving Stones Until Consecutive II,Medium,"Array,Sliding Window",54.2,https://leetcode.com/problems/moving-stones-until-consecutive-ii,36,1
1041,Robot Bounded In Circle,Medium,Math,55.1,https://leetcode.com/problems/robot-bounded-in-circle,77,1
1042,Flower Planting With No Adjacent,Medium,Graph,48.8,https://leetcode.com/problems/flower-planting-with-no-adjacent,49,0
1043,Partition Array for Maximum Sum,Medium,Dynamic Programming,67.4,https://leetcode.com/problems/partition-array-for-maximum-sum,89,1
1044,Longest Duplicate Substring,Hard,"Hash Table,Binary Search,Suffix Array",31.4,https://leetcode.com/problems/longest-duplicate-substring,76,1
1046,Last Stone Weight,Easy,"Heap,Greedy",62.4,https://leetcode.com/problems/last-stone-weight,97,1
1047,Remove All Adjacent Duplicates In String,Easy,Stack,71.2,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,94,1
1048,Longest String Chain,Medium,"Hash Table,Dynamic Programming",55.6,https://leetcode.com/problems/longest-string-chain,94,1
1049,Last Stone Weight II,Medium,Dynamic Programming,45.9,https://leetcode.com/problems/last-stone-weight-ii,96,0
1051,Height Checker,Easy,Array,72.1,https://leetcode.com/problems/height-checker,75,0
1052,Grumpy Bookstore Owner,Medium,"Array,Sliding Window",55.9,https://leetcode.com/problems/grumpy-bookstore-owner,91,0
1053,Previous Permutation With One Swap,Medium,"Array,Greedy",51.2,https://leetcode.com/problems/previous-permutation-with-one-swap,47,1
1054,Distant Barcodes,Medium,"Heap,Sort",44.3,https://leetcode.com/problems/distant-barcodes,96,0
1055,Shortest Way to Form String,Medium,"Dynamic Programming,Greedy",57.3,https://leetcode.com/problems/shortest-way-to-form-string,94,1
1056,Confusing Number,Easy,Math,47.0,https://leetcode.com/problems/confusing-number,58,1
1057,Campus Bikes,Medium,"Greedy,Sort",57.9,https://leetcode.com/problems/campus-bikes,85,1
1058,Minimize Rounding Error to Meet Target,Medium,"Math,Dynamic Programming,Greedy",43.7,https://leetcode.com/problems/minimize-rounding-error-to-meet-target,52,0
1059,All Paths from Source Lead to Destination,Medium,"Depth-first Search,Graph",43.0,https://leetcode.com/problems/all-paths-from-source-lead-to-destination,86,0
1060,Missing Element in Sorted Array,Medium,Binary Search,54.8,https://leetcode.com/problems/missing-element-in-sorted-array,96,1
1062,Longest Repeating Substring,Medium,String,58.4,https://leetcode.com/problems/longest-repeating-substring,95,1
1063,Number of Valid Subarrays,Hard,Stack,72.1,https://leetcode.com/problems/number-of-valid-subarrays,94,0
1064,Fixed Point,Easy,"Array,Binary Search",64.8,https://leetcode.com/problems/fixed-point,80,0
1065,Index Pairs of a String,Easy,"String,Trie",61.0,https://leetcode.com/problems/index-pairs-of-a-string,71,1
1066,Campus Bikes II,Medium,"Dynamic Programming,Backtracking",54.2,https://leetcode.com/problems/campus-bikes-ii,92,1
1067,Digit Count in Range,Hard,"Math,Dynamic Programming",41.6,https://leetcode.com/problems/digit-count-in-range,79,1
1071,Greatest Common Divisor of Strings,Easy,String,51.8,https://leetcode.com/problems/greatest-common-divisor-of-strings,81,1
1073,Adding Two Negabinary Numbers,Medium,Math,34.7,https://leetcode.com/problems/adding-two-negabinary-numbers,69,0
1074,Number of Submatrices That Sum to Target,Hard,"Array,Dynamic Programming,Sliding Window",62.0,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,96,1
1078,Occurrences After Bigram,Easy,Hash Table,65.0,https://leetcode.com/problems/occurrences-after-bigram,49,1
1079,Letter Tile Possibilities,Medium,Backtracking,75.9,https://leetcode.com/problems/letter-tile-possibilities,96,0
1080,Insufficient Nodes in Root to Leaf Paths,Medium,Depth-first Search,50.1,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths,40,1
1081,Smallest Subsequence of Distinct Characters,Medium,"String,Stack,Greedy",53.6,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,89,1
1085,Sum of Digits in the Minimum Number,Easy,Array,75.1,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,33,1
1086,High Five,Easy,"Array,Hash Table,Sort",77.3,https://leetcode.com/problems/high-five,85,0
1087,Brace Expansion,Medium,Backtracking,63.3,https://leetcode.com/problems/brace-expansion,91,1
1088,Confusing Number II,Hard,"Math,Backtracking",45.6,https://leetcode.com/problems/confusing-number-ii,78,1
1089,Duplicate Zeros,Easy,Array,51.6,https://leetcode.com/problems/duplicate-zeros,75,1
1090,Largest Values From Labels,Medium,"Hash Table,Greedy",60.1,https://leetcode.com/problems/largest-values-from-labels,29,1
1091,Shortest Path in Binary Matrix,Medium,Breadth-first Search,40.2,https://leetcode.com/problems/shortest-path-in-binary-matrix,94,1
1092,Shortest Common Supersequence,Hard,Dynamic Programming,53.2,https://leetcode.com/problems/shortest-common-supersequence,97,1
1093,Statistics from a Large Sample,Medium,"Math,Two Pointers",48.8,https://leetcode.com/problems/statistics-from-a-large-sample,38,0
1094,Car Pooling,Medium,Greedy,59.6,https://leetcode.com/problems/car-pooling,97,1
1095,Find in Mountain Array,Hard,Binary Search,36.1,https://leetcode.com/problems/find-in-mountain-array,93,1
1096,Brace Expansion II,Hard,String,62.6,https://leetcode.com/problems/brace-expansion-ii,62,1
1099,Two Sum Less Than K,Easy,"Array,Two Pointers,Sort",60.8,https://leetcode.com/problems/two-sum-less-than-k,90,1
1100,Find K-Length Substrings With No Repeated Characters,Medium,"String,Sliding Window",73.1,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,98,1
1101,The Earliest Moment When Everyone Become Friends,Medium,Union Find,67.8,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,96,1
1102,Path With Maximum Minimum Value,Medium,"Depth-first Search,Union Find,Graph",50.8,https://leetcode.com/problems/path-with-maximum-minimum-value,90,1
1104,Path In Zigzag Labelled Binary Tree,Medium,"Math,Tree",73.3,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,77,1
1105,Filling Bookcase Shelves,Medium,Dynamic Programming,57.5,https://leetcode.com/problems/filling-bookcase-shelves,94,1
1106,Parsing A Boolean Expression,Hard,String,59.4,https://leetcode.com/problems/parsing-a-boolean-expression,94,1
1108,Defanging an IP Address,Easy,String,88.4,https://leetcode.com/problems/defanging-an-ip-address,37,0
1109,Corporate Flight Bookings,Medium,"Array,Math",54.3,https://leetcode.com/problems/corporate-flight-bookings,84,0
1110,Delete Nodes And Return Forest,Medium,"Tree,Depth-first Search",67.9,https://leetcode.com/problems/delete-nodes-and-return-forest,97,1
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,"Binary Search,Greedy",72.7,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings,17,1
1119,Remove Vowels from a String,Easy,String,90.5,https://leetcode.com/problems/remove-vowels-from-a-string,67,1
1120,Maximum Average Subtree,Medium,Tree,63.9,https://leetcode.com/problems/maximum-average-subtree,97,1
1121,Divide Array Into Increasing Sequences,Hard,Math,58.3,https://leetcode.com/problems/divide-array-into-increasing-sequences,76,1
1122,Relative Sort Array,Easy,"Array,Sort",68.2,https://leetcode.com/problems/relative-sort-array,93,1
1123,Lowest Common Ancestor of Deepest Leaves,Medium,"Tree,Depth-first Search",68.0,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,51,1
1124,Longest Well-Performing Interval,Medium,Stack,33.3,https://leetcode.com/problems/longest-well-performing-interval,89,0
1125,Smallest Sufficient Team,Hard,"Dynamic Programming,Bit Manipulation",46.9,https://leetcode.com/problems/smallest-sufficient-team,98,1
1128,Number of Equivalent Domino Pairs,Easy,Array,46.3,https://leetcode.com/problems/number-of-equivalent-domino-pairs,66,1
1129,Shortest Path with Alternating Colors,Medium,"Breadth-first Search,Graph",40.5,https://leetcode.com/problems/shortest-path-with-alternating-colors,95,1
1130,Minimum Cost Tree From Leaf Values,Medium,"Dynamic Programming,Stack,Tree",67.3,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,93,1
1131,Maximum of Absolute Value Expression,Medium,"Math,Bit Manipulation",51.6,https://leetcode.com/problems/maximum-of-absolute-value-expression,54,1
1133,Largest Unique Number,Easy,"Array,Hash Table",67.9,https://leetcode.com/problems/largest-unique-number,92,1
1134,Armstrong Number,Easy,Math,78.1,https://leetcode.com/problems/armstrong-number,88,1
1135,Connecting Cities With Minimum Cost,Medium,"Union Find,Graph",59.6,https://leetcode.com/problems/connecting-cities-with-minimum-cost,97,1
1136,Parallel Courses,Medium,"Dynamic Programming,Depth-first Search,Graph",61.3,https://leetcode.com/problems/parallel-courses,97,1
1137,N-th Tribonacci Number,Easy,Recursion,56.1,https://leetcode.com/problems/n-th-tribonacci-number,91,1
1138,Alphabet Board Path,Medium,"Hash Table,String",51.4,https://leetcode.com/problems/alphabet-board-path,80,1
1139,Largest 1-Bordered Square,Medium,Dynamic Programming,48.7,https://leetcode.com/problems/largest-1-bordered-square,83,1
1140,Stone Game II,Medium,Dynamic Programming,64.7,https://leetcode.com/problems/stone-game-ii,81,1
1143,Longest Common Subsequence,Medium,Dynamic Programming,58.7,https://leetcode.com/problems/longest-common-subsequence,99,1
1144,Decrease Elements To Make Array Zigzag,Medium,Array,46.2,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,59,1
1145,Binary Tree Coloring Game,Medium,"Tree,Depth-first Search",51.3,https://leetcode.com/problems/binary-tree-coloring-game,82,1
1146,Snapshot Array,Medium,Array,36.8,https://leetcode.com/problems/snapshot-array,84,1
1147,Longest Chunked Palindrome Decomposition,Hard,"Dynamic Programming,Rolling Hash",59.5,https://leetcode.com/problems/longest-chunked-palindrome-decomposition,94,1
1150,Check If a Number Is Majority Element in a Sorted Array,Easy,"Array,Binary Search",57.2,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array,88,1
1151,Minimum Swaps to Group All 1's Together,Medium,"Array,Sliding Window",58.8,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together,99,0
1152,Analyze User Website Visit Pattern,Medium,"Array,Hash Table,Sort",43.1,https://leetcode.com/problems/analyze-user-website-visit-pattern,10,1
1153,String Transforms Into Another String,Hard,Graph,35.8,https://leetcode.com/problems/string-transforms-into-another-string,73,1
1154,Day of the Year,Easy,Math,49.1,https://leetcode.com/problems/day-of-the-year,41,0
1155,Number of Dice Rolls With Target Sum,Medium,Dynamic Programming,47.6,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,95,1
1156,Swap For Longest Repeated Character Substring,Medium,String,47.1,https://leetcode.com/problems/swap-for-longest-repeated-character-substring,92,1
1157,Online Majority Element In Subarray,Hard,"Array,Binary Search,Segment Tree",40.7,https://leetcode.com/problems/online-majority-element-in-subarray,90,1
1160,Find Words That Can Be Formed by Characters,Easy,"Array,Hash Table",67.9,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,87,1
1161,Maximum Level Sum of a Binary Tree,Medium,"Tree,Breadth-first Search",69.0,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree,95,1
1162,As Far from Land as Possible,Medium,"Breadth-first Search,Graph",45.6,https://leetcode.com/problems/as-far-from-land-as-possible,96,1
1163,Last Substring in Lexicographical Order,Hard,"String,Suffix Array",36.3,https://leetcode.com/problems/last-substring-in-lexicographical-order,47,0
1165,Single-Row Keyboard,Easy,String,85.4,https://leetcode.com/problems/single-row-keyboard,95,1
1166,Design File System,Medium,"Hash Table,Design",58.4,https://leetcode.com/problems/design-file-system,91,1
1167,Minimum Cost to Connect Sticks,Medium,Greedy,64.6,https://leetcode.com/problems/minimum-cost-to-connect-sticks,79,1
1168,Optimize Water Distribution in a Village,Hard,"Union Find,Graph",61.1,https://leetcode.com/problems/optimize-water-distribution-in-a-village,96,1
1169,Invalid Transactions,Medium,"Array,String",30.9,https://leetcode.com/problems/invalid-transactions,14,0
1170,Compare Strings by Frequency of the Smallest Character,Medium,"Array,String,Binary Search",60.4,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character,30,1
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,Linked List,41.5,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,94,1
1172,Dinner Plate Stacks,Hard,Design,37.6,https://leetcode.com/problems/dinner-plate-stacks,88,0
1175,Prime Arrangements,Easy,Math,51.7,https://leetcode.com/problems/prime-arrangements,36,1
1176,Diet Plan Performance,Easy,"Array,Sliding Window",53.8,https://leetcode.com/problems/diet-plan-performance,27,1
1177,Can Make Palindrome from Substring,Medium,"Array,String",36.0,https://leetcode.com/problems/can-make-palindrome-from-substring,64,0
1178,Number of Valid Words for Each Puzzle,Hard,"Hash Table,Bit Manipulation",39.6,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle,89,0
1180,Count Substrings with Only One Distinct Letter,Easy,"Math,String",77.9,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter,84,0
1181,Before and After Puzzle,Medium,String,44.5,https://leetcode.com/problems/before-and-after-puzzle,31,0
1182,Shortest Distance to Target Color,Medium,Binary Search,53.6,https://leetcode.com/problems/shortest-distance-to-target-color,97,1
1183,Maximum Number of Ones,Hard,"Math,Sort",57.8,https://leetcode.com/problems/maximum-number-of-ones,89,0
1184,Distance Between Bus Stops,Easy,Array,53.9,https://leetcode.com/problems/distance-between-bus-stops,91,1
1185,Day of the Week,Easy,Array,61.1,https://leetcode.com/problems/day-of-the-week,10,0
1186,Maximum Subarray Sum with One Deletion,Medium,Dynamic Programming,38.9,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion,96,0
1189,Maximum Number of Balloons,Easy,"Hash Table,String",62.3,https://leetcode.com/problems/maximum-number-of-balloons,92,0
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,Stack,64.3,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,97,1
1191,K-Concatenation Maximum Sum,Medium,Dynamic Programming,25.0,https://leetcode.com/problems/k-concatenation-maximum-sum,92,0
1192,Critical Connections in a Network,Hard,Depth-first Search,50.3,https://leetcode.com/problems/critical-connections-in-a-network,95,1
1196,How Many Apples Can You Put into the Basket,Easy,Greedy,68.3,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket,89,0
1197,Minimum Knight Moves,Medium,Breadth-first Search,37.4,https://leetcode.com/problems/minimum-knight-moves,72,1
1198,Find Smallest Common Element in All Rows,Medium,"Hash Table,Binary Search",76.2,https://leetcode.com/problems/find-smallest-common-element-in-all-rows,94,0
1199,Minimum Time to Build Blocks,Hard,"Math,Dynamic Programming",38.9,https://leetcode.com/problems/minimum-time-to-build-blocks,89,1
1200,Minimum Absolute Difference,Easy,Array,67.0,https://leetcode.com/problems/minimum-absolute-difference,95,0
1201,Ugly Number III,Medium,"Math,Binary Search",26.4,https://leetcode.com/problems/ugly-number-iii,58,0
1202,Smallest String With Swaps,Medium,"Array,Union Find",49.0,https://leetcode.com/problems/smallest-string-with-swaps,96,0
1203,Sort Items by Groups Respecting Dependencies,Hard,"Depth-first Search,Graph,Topological Sort",48.4,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,85,1
1206,Design Skiplist,Hard,Design,59.0,https://leetcode.com/problems/design-skiplist,89,0
1207,Unique Number of Occurrences,Easy,Hash Table,71.9,https://leetcode.com/problems/unique-number-of-occurrences,96,1
1208,Get Equal Substrings Within Budget,Medium,"Array,Sliding Window",44.2,https://leetcode.com/problems/get-equal-substrings-within-budget,93,0
1209,Remove All Adjacent Duplicates in String II,Medium,Stack,57.8,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii,98,1
1210,Minimum Moves to Reach Target with Rotations,Hard,Breadth-first Search,46.6,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations,77,0
1213,Intersection of Three Sorted Arrays,Easy,"Hash Table,Two Pointers",79.4,https://leetcode.com/problems/intersection-of-three-sorted-arrays,93,1
1214,Two Sum BSTs,Medium,Binary Search Tree,67.6,https://leetcode.com/problems/two-sum-bsts,91,1
